Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
AAL,American Airlines Group Inc.,46.91,0.4,0.8516,2/9/17,2/27/17
AAON,AAON Inc.,34.35,0.26,0.7439,11/30/16,12/23/16
AAPL,Apple Inc.,135.72,2.28,1.6846,2/9/17,2/16/17
AAXJ,iShares Trust,60.59,1.27619,2.1025,12/21/16,12/28/16
ABAX,ABAXIS Inc.,49.66,0.56,1.1417,11/29/16,12/15/16
ABCB,Ameris Bancorp,48.75,0.4,0.8239,12/28/16,1/10/17
ABDC,Alcentra Capital Corp.,12.68,1.36,10.625,12/28/16,1/5/17
ACET,Aceto Corporation,15.705,0.26,1.6645,12/8/16,12/22/16
ACNB,ACNB Corporation,29.45,0.8,2.7304,11/29/16,12/15/16
ACSF,American Capital Senior Floating Ltd.,12.65,1.164,9.0938,2/15/17,3/2/17
ACTX,Global X Funds,14.86,0.118615,0.7955,12/28/16,1/6/17
ACWI,iShares Trust,62.42,1.106332,1.7713,12/21/16,12/28/16
ACWX,iShares Trust,42.59,0.779762,1.8253,12/21/16,12/28/16
ADI,Analog Devices Inc.,82.48,1.68,2.0495,11/30/16,12/13/16
ADP,Automatic Data Processing Inc.,99.68,2.28,2.2827,12/7/16,1/1/17
ADRA,BLDRS Index Funds Trust,29.576,0.61788,2.0818,12/16/16,12/30/16
ADRD,BLDRS Index Funds Trust,20.89,0.67272,3.2296,12/16/16,12/30/16
ADRE,BLDRS Index Funds Trust,36.0901,0.65104,1.7935,12/16/16,12/30/16
ADRU,BLDRS Index Funds Trust,20.14,0.7026,3.4886,12/16/16,12/30/16
ADTN,ADTRAN Inc.,21.7,0.36,1.659,1/31/17,2/16/17
AFSI,AmTrust Financial Services Inc.,27.34,0.68,2.47,12/29/16,1/17/17
AGII,Argo Group International Holdings Ltd.,66.6,0.88,1.3037,11/29/16,12/15/16
AGNC,AGNC Investment Corp.,19.49,2.16,11.0997,1/27/17,2/8/17
AGND,WisdomTree Trust,44.0348,0.78,1.7687,2/17/17,2/24/17
AGZD,WisdomTree Trust,47.988,0.96,1.9979,2/17/17,2/24/17
AHGP,Alliance Holdings GP L.P.,30.64,2.2,7.3065,2/8/17,2/17/17
AIA,iShares Trust,50.9,1.651654,3.2436,12/22/16,12/29/16
AIMC,Altra Industrial Motion Corp.,39.75,0.6,1.5019,12/15/16,1/4/17
AIRR,First Trust Exchange-Traded Fund VI,24.25,0.032,0.1316,12/21/16,12/30/16
ALCO,Alico Inc.,26.3,0.24,0.9091,12/28/16,1/16/17
ALGT,Allegiant Travel Company,171.4,2.8,1.6129,11/21/16,12/6/16
ALOG,Analogic Corporation,81.6,0.4,0.4944,12/14/16,12/30/16
ALOT,AstroNova Inc.,13.65,0.28,2.0557,12/12/16,1/3/17
ALTY,Global X Funds,15.505,1.188,7.635,2/1/17,2/10/17
AMAT,Applied Materials Inc.,35.67,0.4,1.137,2/17/17,3/15/17
AMGN,Amgen Inc.,173.29,4.6,2.6727,2/13/17,3/8/17
AMNB,American National Bankshares Inc.,36.55,0.96,2.6483,11/30/16,12/16/16
AMOT,Allied Motion Technologies Inc.,23.24,0.1,0.4327,11/15/16,11/30/16
AMRB,American River Bankshares,15.35,0.2,1.3029,2/6/17,2/22/17
AMRK,A-Mark Precious Metals Inc.,20.75,0.32,1.5466,2/6/17,2/24/17
AMSF,AMERISAFE Inc.,65.25,0.72,1.1009,12/13/16,12/29/16
AMSWA,American Software Inc.,10.35,0.44,4.2636,2/8/17,2/24/17
AMTD,TD Ameritrade Holding Corporation,43.15,0.72,1.664,1/30/17,2/15/17
ANAT,American National Insurance Company,121.17,3.28,2.7018,11/30/16,12/16/16
ANCX,Access National Corporation,27.5,0.6,2.1994,2/1/17,2/24/17
ANDE,The Andersons Inc.,40.05,0.64,1.602,12/29/16,1/24/17
APLP,Archrock Partners L.P.,17.9,1.14,6.4225,2/6/17,2/14/17
APOG,Apogee Enterprises Inc.,58.03,0.56,0.9521,1/27/17,2/15/17
ARCB,ArcBest Corporation,31,0.32,1.0289,2/10/17,2/28/17
ARII,American Railcar Industries Inc.,46.65,1.6,3.4379,12/7/16,12/22/16
ARKR,Ark Restaurants Corp.,25.63,1,3.9541,12/16/16,1/3/17
ARLP,Alliance Resource Partners L.P.,24.3,1.75,7.2765,2/3/17,2/14/17
AROW,Arrow Financial Corporation,35.8,1,2.7972,11/30/16,12/15/16
ARTNA,Artesian Resources Corporation,32.39,0.9132,2.8899,2/8/17,2/22/17
ASET,FlexShares Trust,26.219,1.465572,5.5831,12/28/16,1/4/17
ASRV,AmeriServ Financial Inc.,3.95,0.06,1.5584,2/2/17,2/21/17
ASTE,Astec Industries Inc.,70.45,0.4,0.5558,11/8/16,11/28/16
ATLO,Ames National Corporation,32.25,0.84,2.5926,1/30/17,2/15/17
ATNI,ATN International Inc.,80.75,1.36,1.6769,12/28/16,1/9/17
ATRI,Atrion Corporation,481.05,4.2,0.8917,11/29/16,12/15/16
AUBN,Auburn National Bancorporation Inc.,33.02,0.9,2.7256,12/7/16,12/27/16
BANF,BancFirst Corporation,96.8,1.52,1.5776,12/28/16,1/13/17
BANR,Banner Corporation,58.39,0.92,1.5716,1/5/17,1/18/17
BANX,StoneCastle Financial Corp,19.79,1.48,7.5587,12/20/16,1/3/17
BBBY,Bed Bath & Beyond Inc.,41.14,0.5,1.2231,12/14/16,1/17/17
BBGI,Beasley Broadcast Group Inc.,9.5,0.18,1.9355,12/28/16,1/6/17
BBH,VanEck Vectors ETF Trust,119.45,0.327,0.2746,12/19/16,12/23/16
BBOX,Black Box Corporation,9.65,0.48,4.8485,12/28/16,1/13/17
BBSI,Barrett Business Services Inc.,64.38,0.88,1.3748,11/18/16,12/6/16
BCBP,BCB Bancorp Inc. (NJ),14.6,0.56,3.9298,1/30/17,2/15/17
BCPC,Balchem Corporation,83.87,0.38,0.4522,12/22/16,1/20/17
BDGE,Bridge Bancorp Inc.,36.55,0.92,2.5414,1/19/17,1/31/17
BEAV,B/E Aerospace Inc.,62.83,0.84,1.3408,11/17/16,12/16/16
BELFA,Bel Fuse Inc.,24.0201,0.24,0.9856,1/11/17,2/1/17
BELFB,Bel Fuse Inc.,29.9,0.28,0.8833,1/11/17,2/1/17
BFIN,BankFinancial Corporation,14.76,0.24,1.6304,2/6/17,2/24/17
BFIT,Global X Funds,14.8801,0.075078,0.5046,12/28/16,1/6/17
BGCP,BGC Partners Inc.,11.69,0.64,5.4468,11/21/16,12/8/16
BGFV,Big 5 Sporting Goods Corporation,13.4,0.6,4.3956,11/29/16,12/15/16
BHBK,Blue Hills Bancorp Inc.,18.9,0.2,1.061,2/6/17,2/22/17
BICK,First Trust Exchange-Traded Fund II,24.4527,0.476,1.9295,12/21/16,12/30/16
BKCC,BlackRock Capital Investment Corporation,7.76,0.84,10.9091,12/15/16,1/2/17
BKEP,Blueknight Energy Partners L.P. L.L.C.,7.1,0.58,8.169,2/1/17,2/14/17
BKMU,Bank Mutual Corporation,9.85,0.22,2.2222,2/15/17,2/27/17
BKSC,Bank of South Carolina Corp.,20.75,0.56,2.673,12/28/16,1/31/17
BLKB,Blackbaud Inc.,73.43,0.48,0.6551,11/21/16,12/15/16
BLMN,Bloomin' Brands Inc.,18.86,0.28,1.5634,11/7/16,11/22/16
BMLA,Recon Capital Series Trust,30.54,3.3242,10.8572,12/21/16,12/27/16
BMRC,Bank of Marin Bancorp,69.4,1.08,1.5596,2/1/17,2/10/17
BMTC,Bryn Mawr Bank Corporation,41.85,0.84,2.012,1/31/17,3/1/17
BNCL,Beneficial Bancorp Inc.,16.8,0.24,1.4371,2/9/17,2/23/17
BNCN,BNC Bancorp,36.55,0.2,0.5427,2/8/17,2/24/17
BNDX,Vanguard Charlotte Funds,53.92,0.54,1.0028,2/1/17,2/7/17
BOBE,Bob Evans Farms Inc.,56.85,1.36,2.3939,12/8/16,12/23/16
BOCH,Bank of Commerce Holdings (CA),10.6,0.12,1.106,12/29/16,1/13/17
BOKF,BOK Financial Corporation,83.86,1.76,2.0942,2/8/17,2/24/17
BOOM,DMC Global Inc.,16.05,0.08,0.4863,12/28/16,1/16/17
BOTJ,Bank of the James Financial Group Inc.,16.048,0.24,1.4803,11/30/16,12/16/16
BOTZ,Global X Funds,16.7,0.008532,0.0514,12/28/16,1/6/17
BPFH,Boston Private Financial Holdings Inc.,17,0.44,2.5581,2/1/17,2/17/17
BPOP,Popular Inc.,45.37,0.6,1.3135,12/7/16,1/2/17
BRCD,Brocade Communications Systems Inc.,12.35,0.22,1.7857,12/8/16,1/4/17
BRKL,Brookline Bancorp Inc.,16.05,0.36,2.2571,2/8/17,2/24/17
BRKR,Bruker Corporation,24.69,0.16,0.6595,12/1/16,12/23/16
BRKS,Brooks Automation Inc.,21.41,0.4,1.845,11/30/16,12/23/16
BSET,Bassett Furniture Industries Incorporated,26.3,0.4,1.5152,2/8/17,2/24/17
BSF,Bear State Financial Inc.,9.65,0.12,1.2487,1/30/17,2/15/17
BSRR,Sierra Bancorp,28.48,0.56,1.9851,1/31/17,2/16/17
BUSE,First Busey Corporation,31.06,0.72,2.3415,1/25/17,2/3/17
BWFG,Bankwell Financial Group Inc.,32.09,0.28,0.8709,2/15/17,2/27/17
CA,CA Inc.,32.09,1.02,3.1985,2/14/17,3/14/17
CAC,Camden National Corporation,42.07,0.92,2.1973,1/12/17,1/31/17
CAKE,The Cheesecake Factory Incorporated,61.83,0.96,1.5582,11/7/16,11/22/16
CAPX,Elkhorn ETF Trust,27.1869,0.33896,1.2468,12/22/16,12/29/16
CARO,Carolina Financial Corporation,30.89,0.16,0.5083,12/23/16,1/11/17
CARZ,First Trust Exchange-Traded Fund II,36.21,1.0384,2.8614,12/21/16,12/30/16
CASH,Meta Financial Group Inc.,86.9,0.52,0.619,12/6/16,1/3/17
CASS,Cass Information Systems Inc,66.64,0.92,1.4063,12/1/16,12/15/16
CASY,Caseys General Stores Inc.,117.5,0.96,0.8201,1/30/17,2/15/17
CATH,Global X Funds,28.55,0.134748,0.4723,12/28/16,1/6/17
CATY,Cathay General Bancorp,39.42,0.84,2.1516,11/29/16,12/12/16
CBF,Capital Bank Financial Corp.,39.85,0.48,1.206,2/6/17,2/22/17
CBFV,CB Financial Services Inc.,25.85,0.88,3.3397,12/7/16,12/19/16
CBOE,CBOE Holdings Inc.,80.94,1,1.2438,11/30/16,12/16/16
CBRL,Cracker Barrel Old Country Store Inc.,168.69,4.6,2.7454,1/11/17,2/6/17
CBSH,Commerce Bancshares Inc.,59.12,0.9,1.5327,11/30/16,12/19/16
CCBG,Capital City Bank Group,21.36,0.2,0.9506,12/1/16,12/19/16
CCD,Calamos Dynamic Convertible & Income Fund,19.23,2.004,10.5031,2/8/17,2/15/17
CCLP,CSI Compressco LP,11.17,1.51,13.304,1/30/17,2/14/17
CCMP,Cabot Microelectronics Corporation,69.25,0.72,1.036,12/21/16,1/30/17
CCNE,CNB Financial Corporation,26.04,0.66,2.5316,11/29/16,12/15/16
CCOI,Cogent Communications Holdings Inc.,42.1,1.6,3.8232,11/18/16,12/9/16
CCUR,Concurrent Computer Corporation,4.9,0.48,9.8969,12/12/16,12/28/16
CDC,Victory Portfolios II,42.38,0.760077,1.7931,2/14/17,2/17/17
CDK,CDK Global Inc.,65.47,0.56,0.8614,12/16/16,12/30/16
CDL,Victory Portfolios II,41.26,0.724414,1.7555,2/14/17,2/17/17
CDOR,Condor Hospitality Trust Inc.,2.21,0.12,5.6075,12/16/16,1/5/17
CDW,CDW Corporation,59.99,0.64,1.0879,11/22/16,12/12/16
CECE,CECO Environmental Corp.,11.21,0.264,2.3656,12/14/16,12/30/16
CFA,Victory Portfolios II,42.4999,0.302448,0.7132,2/14/17,2/17/17
CFFI,C&F Financial Corporation,47.7,1.32,2.7443,12/13/16,1/1/17
CFFN,Capitol Federal Financial Inc.,15.41,0.34,2.2222,2/1/17,2/17/17
CFNB,California First National Bancorp,15.9,0.46,2.875,11/29/16,12/15/16
CFNL,Cardinal Financial Corporation,31.22,0.52,1.655,2/7/17,2/24/17
CFO,Victory Portfolios II,42.44,0.312061,0.7373,2/14/17,2/17/17
CG,The Carlyle Group L.P.,16.05,0.64,4,2/16/17,2/28/17
CGNX,Cognex Corporation,76.44,0.3,0.4258,11/30/16,12/16/16
CGO,Calamos Global Total Return Fund,11.3276,1.2,10.4439,2/8/17,2/15/17
CHCO,City Holding Company,66.08,1.72,2.59,1/11/17,1/31/17
CHDN,Churchill Downs Incorporated,155.1,1.32,0.8516,11/30/16,1/6/17
CHFC,Chemical Financial Corporation,53.26,1.08,2.0312,11/30/16,12/16/16
CHFN,Charter Financial Corp.,19.48,0.24,1.2645,2/8/17,2/24/17
CHI,Calamos Convertible Opportunities and Income Fund,10.91,1.14,10.4587,2/8/17,2/15/17
CHMG,Chemung Financial Corp,35.41,1.04,2.8785,12/16/16,1/3/17
CHRW,C.H. Robinson Worldwide Inc.,79.06,1.8,2.3059,12/15/16,12/30/16
CHW,Calamos Global Dynamic Income Fund,7.67,0.84,10.9233,2/8/17,2/15/17
CHY,Calamos Convertible and High Income Fund,11.3,1.2,10.582,2/8/17,2/15/17
CIBR,First Trust Exchange-Traded Fund II,21.6164,0.0816,0.3806,12/21/16,12/30/16
CID,Victory Portfolios II,32.6699,0.118627,0.362,2/14/17,2/17/17
CINF,Cincinnati Financial Corporation,72.67,1.92,2.6269,12/19/16,1/17/17
CIVB,Civista Bancshares Inc. ,22.11,0.24,1.0587,1/19/17,2/1/17
CIZ,Victory Portfolios II,29.8515,0.05569,0.1869,2/14/17,2/17/17
CIZN,Citizens Holding Company,25.8,0.96,3.7209,12/13/16,12/30/16
CLCT,Collectors Universe Inc.,23.05,1.4,5.96,2/13/17,2/24/17
CLMS,Calamos Asset Management Inc.,8.24,0.6,7.2551,11/4/16,11/21/16
CLRO,ClearOne Inc.,11.1,0.2,1.8265,2/13/17,3/1/17
CMCO,Columbus McKinnon Corporation,26.93,0.16,0.5926,2/8/17,2/21/17
CMCSA,Comcast Corporation,75.32,1.1,1.4476,12/30/16,1/25/17
CMCT,CIM Commercial Trust Corporation,15.6,0.875,5.6818,12/14/16,12/23/16
CME,CME Group Inc.,122.62,2.4,1.97,12/7/16,12/28/16
CMFN,CM Finance Inc,10.05,1.4064,14.064,12/14/16,1/5/17
CMTL,Comtech Telecommunications Corp.,11.62,0.4,3.4305,1/13/17,2/17/17
CNBKA,Century Bancorp Inc.,62.6,0.48,0.7711,1/30/17,2/15/17
CNMD,CONMED Corporation,43.5,0.8,1.8437,12/13/16,1/5/17
CNOB,ConnectOne Bancorp Inc.,25.35,0.3,1.1673,1/13/17,2/1/17
CNSL,Consolidated Communications Holdings Inc.,25.89,1.54952,6.0246,1/11/17,2/1/17
COBZ,CoBiz Financial Inc.,17.61,0.2,1.1306,1/26/17,2/6/17
COHU,Cohu Inc.,15.72,0.24,1.7595,11/16/16,1/2/17
COKE,Coca-Cola Bottling Co. Consolidated,177.06,1,0.5711,1/25/17,2/10/17
COLB,Columbia Banking System Inc.,40.97,0.88,2.1416,2/6/17,2/22/17
COLM,Columbia Sportswear Company,56.81,0.72,1.2685,11/15/16,12/1/16
COMT,iShares U.S. ETF Trust,34.78,0.078772,0.2266,12/28/16,1/4/17
CONE,CyrusOne Inc,47.48,1.52,3.2115,12/28/16,1/13/17
CORE,Core-Mark Holding Company Inc.,32.94,0.36,1.0827,11/21/16,12/15/16
COST,Costco Wholesale Corporation,175.86,1.8,1.0242,2/8/17,2/24/17
CPHC,Canterbury Park Holding Corporation,10.25,0.2,1.9512,12/28/16,1/13/17
CPLA,Capella Education Company,77.7,1.64,2.141,12/20/16,1/13/17
CPLP,Capital Product Partners L.P.,3.41,0.32,9.4395,2/2/17,2/15/17
CPSI,Computer Programs and Systems Inc.,26.4,0.96,3.6433,11/15/16,12/2/16
CPTA,Capitala Finance Corp.,14.25,1.56,10.8033,2/15/17,2/27/17
CRAI,CRA InternationalInc.,37.28,0.56,1.458,11/16/16,12/16/16
CRDT,WisdomTree Trust,74.33,2.76,3.7317,2/17/17,2/24/17
CRWS,Crown Crafts Inc.,7.25,0.32,4.3836,12/14/16,1/6/17
CSA,Victory Portfolios II,41.8455,0.221416,0.529,2/14/17,2/17/17
CSAL,Communications Sales & LeasingInc.,26.56,2.4,9.0023,12/28/16,1/13/17
CSB,Victory Portfolios II,40.87,0.549863,1.3395,2/14/17,2/17/17
CSBK,Clifton Bancorp Inc.,16.42,0.24,1.4607,2/15/17,3/3/17
CSCO,Cisco Systems Inc.,33.74,1.04,3.0952,1/4/17,1/25/17
CSF,Victory Portfolios II,40.88,0.21605,0.5293,2/14/17,2/17/17
CSFL,CenterState Banks Inc.,25.36,0.16,0.6287,12/13/16,12/30/16
CSGS,CSG Systems International Inc.,39.79,0.74,1.8449,12/5/16,12/22/16
CSPI,CSP Inc.,10.38,0.44,4.2348,1/25/17,2/8/17
CSQ,Calamos Strategic Total Return Fund,10.9,0.99,8.9918,2/8/17,2/15/17
CSWC,Capital Southwest Corporation,16.15,0.68,4.1924,12/13/16,1/3/17
CSX,CSX Corporation,48.54,0.72,1.5098,11/28/16,12/15/16
CTAS,Cintas Corporation,118.61,1.33,1.1129,11/2/16,12/2/16
CTBI,Community Trust Bancorp Inc.,46.8,1.28,2.7234,12/13/16,1/1/17
CTRE,CareTrust REIT Inc.,15.34,0.68,4.407,12/28/16,1/13/17
CTRN,Citi Trends Inc.,17.92,0.24,1.326,11/25/16,12/13/16
CTWS,Connecticut Water Service Inc.,53.96,1.13,2.1008,11/29/16,12/15/16
CVBF,CVB Financial Corporation,23.49,0.48,2.0426,1/4/17,1/23/17
CVCY,Central Valley Community Bancorp,22.01,0.24,1.0944,2/8/17,2/24/17
CVGW,Calavo Growers Inc.,57.9,0.9,1.5887,11/15/16,12/8/16
CVLY,Codorus Valley Bancorp Inc,26.95,0.54,2.0059,1/20/17,2/14/17
CWBC,Community West Bancshares,10.1,0.14,1.3861,2/8/17,2/28/17
CY,Cypress Semiconductor Corporation,12.9,0.44,3.4402,12/27/16,1/19/17
CZFC,Citizens First Corporation,19.7,0.16,0.8122,10/27/16,11/17/16
CZNC,Citizens & Northern Corp,24.38,1.04,4.264,1/26/17,2/10/17
DAKT,Daktronics Inc.,10.11,0.28,2.8484,12/8/16,12/23/16
DCOM,Dime Community Bancshares Inc.,21.7,0.56,2.5747,2/2/17,2/13/17
DDBI,Legg Mason ETF Investment Trust,25.2751,0.75,2.951,12/23/16,12/30/16
DGAS,Delta Natural Gas Company Inc.,26.15,0.83,3.2884,11/29/16,12/15/16
DGICA,Donegal Group Inc.,16.95,0.55,3.2258,1/30/17,2/15/17
DGICB,Donegal Group Inc.,17.945,0.48,3,1/30/17,2/15/17
DGRE,WisdomTree Trust,22.7,0.46412,2.0338,12/23/16,12/30/16
DGRS,WisdomTree Trust,33.6855,0.18,0.532,2/17/17,2/24/17
DGRW,WisdomTree Trust,35.06,0.42,1.1983,2/17/17,2/24/17
DMLP,Dorchester Minerals L.P.,16.85,0.9659,5.9994,1/26/17,2/10/17
DNBF,DNB Financial Corp,33.9622,0.28,0.8446,12/8/16,12/22/16
DNKN,Dunkin' Brands Group Inc.,55.01,1.2,2.1838,11/17/16,11/30/16
DRAD,Digirad Corporation,4.95,0.2,4.0816,2/13/17,2/28/17
DSWL,Deswell Industries Inc.,1.8238,0.14,7.6923,11/25/16,12/16/16
DVCR,Diversicare Healthcare Services Inc.,9.9775,0.22,2.2477,12/28/16,1/13/17
DWAS,PowerShares Exchange-Traded Fund Trust II,41.71,0.60332,1.4461,12/16/16,12/30/16
DWAT,Arrow Investments Trust,10.8,0.0914,0.8443,12/28/16,1/4/17
DWFI,SPDR Series Trust,24.9661,0.635184,2.5423,2/1/17,2/9/17
DWIN,PowerShares Exchange-Traded Fund Trust II,28.03,1.20264,4.289,2/15/17,2/28/17
DWLV,PowerShares Exchange-Traded Fund Trust II,26.73,0.72304,2.705,12/16/16,12/30/16
DWTR,PowerShares Exchange-Traded Fund Trust II,25.21,0.42944,1.7021,12/16/16,12/30/16
DXJS,WisdomTree Trust,37.59,0.80736,2.1427,12/23/16,12/30/16
DXPS,WisdomTree Trust,24.2447,0.7446,3.0948,12/28/16,1/4/17
EBIX,Ebix Inc.,59.35,0.3,0.5098,11/28/16,12/15/16
EBMT,Eagle Bancorp Montana Inc.,20.4853,0.32,1.5389,2/8/17,3/3/17
EBSB,Meridian Bancorp Inc.,19.45,0.12,0.6202,12/16/16,1/3/17
EBTC,Enterprise Bancorp Inc,33.9,0.54,1.5948,2/6/17,3/1/17
ECOL,US Ecology Inc.,50.8,0.72,1.3714,1/18/17,1/27/17
EDBI,Legg Mason ETF Investment Trust,27.85,0.976656,3.4993,12/23/16,12/30/16
EDUC,Educational Development Corporation,8.75,0.36,4.1143,12/7/16,12/16/16
EEI,Ecology and Environment Inc.,10.05,0.4,3.927,1/25/17,2/10/17
EEMA,iShares Inc.,57.83,1.321852,2.2743,12/21/16,12/28/16
EFAS,Global X Funds,16.07,0.678,4.1852,2/1/17,2/10/17
EFSC,Enterprise Financial Services Corporation,45.55,0.44,0.9586,12/13/16,12/30/16
ELNK,EarthLink Holdings Corp.,5.63,0.2,3.5461,12/19/16,1/4/17
EMCB,WisdomTree Trust,71.18,2.76,3.8547,2/17/17,2/24/17
EMCF,Emclaire Financial Corp,27.4365,1.04,3.8287,11/29/16,12/23/16
EMCG,WisdomTree Trust,21.6146,0.8634,3.9245,12/23/16,12/30/16
EMCI,EMC Insurance Group Inc.,28.43,0.84,2.9299,11/10/16,11/22/16
EMIF,iShares Trust,30.11,0.647366,2.1464,12/22/16,12/29/16
EML,Eastern Company (The),19.5,0.44,2.268,11/14/16,12/15/16
ENSG,The Ensign Group Inc.,18.11,0.17,0.9392,12/28/16,1/31/17
ENZL,iShares Trust,42.61,2.718118,6.3197,12/21/16,12/28/16
EQIX,Equinix Inc.,374.28,7,1.8758,11/14/16,12/14/16
ERIE,Erie Indemnity Company,114.12,3.13,2.698,1/3/17,1/20/17
ERS,Empire Resources Inc.,5.919,0.16,2.7257,12/28/16,1/11/17
ESBK,Elmira Savings Bank NY (The),21.4999,0.92,4.2791,12/6/16,12/16/16
ESCA,Escalade Incorporated,13,0.44,3.3977,12/8/16,12/19/16
ESG,FlexShares Trust,55.0199,1.288628,2.3421,12/22/16,12/29/16
ESGD,iShares Trust,58.4099,0.101408,0.1733,12/21/16,12/28/16
ESGE,iShares Inc.,59.5099,0.289834,0.4835,12/21/16,12/28/16
ESGG,FlexShares Trust,81.86,1.787024,2.183,12/22/16,12/29/16
ESND,Essendant Inc.,21.42,0.56,2.5866,12/13/16,1/13/17
ESSA,ESSA Bancorp Inc.,16.72,0.36,2.1726,12/14/16,12/30/16
EUFN,iShares Trust,19.6,0.195078,0.9838,12/21/16,12/28/16
EVBS,Eastern Virginia Bankshares Inc.,10.8,0.12,1.1278,2/15/17,3/3/17
EWBC,East West Bancorp Inc.,53.81,0.8,1.4782,1/30/17,2/15/17
EWZS,iShares Trust,14.27,0.497566,3.4917,12/21/16,12/28/16
EXPD,Expeditors International of Washington Inc.,56.5,0.8,1.4242,11/29/16,12/15/16
EXPE,Expedia Inc.,119.41,1.04,0.8678,11/15/16,12/8/16
EXPO,Exponent Inc.,58.3,0.72,1.2392,11/30/16,12/23/16
FAB,First Trust Exchange-Traded AlphaDEX Fund,52.35,1.0012,1.9137,12/21/16,12/30/16
FAD,First Trust Exchange-Traded AlphaDEX Fund,55.75,0.666,1.1981,12/21/16,12/30/16
FALN,iShares Trust,27.36,1.645812,6.0088,2/1/17,2/7/17
FAST,Fastenal Company,50.71,1.28,2.5291,1/30/17,2/28/17
FBIZ,First Business Financial Services Inc.,25.7,0.52,2.0376,2/8/17,2/24/17
FBMS,The First Bancshares Inc.,30.5,0.15,0.4934,2/2/17,2/24/17
FBNC,First Bancorp,30.95,0.32,1.0339,12/28/16,1/25/17
FBNK,First Connecticut Bancorp Inc.,24.35,0.36,1.4938,11/30/16,12/12/16
FBRC,FBR & Co,16.7,0.8,4.7478,2/15/17,3/3/17
FBSS,Fauquier Bankshares Inc.,17.55,0.48,2.735,12/14/16,1/3/17
FBZ,First Trust Exchange-Traded AlphDEX Fund II,16.63,0.2064,1.2396,12/21/16,12/30/16
FCA,First Trust Exchange-Traded AlphDEX Fund II,21.41,0.3004,1.4011,12/21/16,12/30/16
FCAP,First Capital Inc.,33,0.84,2.6111,12/14/16,12/30/16
FCBC,First Community Bancshares Inc.,27.66,0.64,2.298,2/1/17,2/17/17
FCCO,First Community Corporation,21.7,0.36,1.6744,1/26/17,2/13/17
FCCY,1st Constitution Bancorp (NJ),19.1,0.2,1.0471,12/29/16,1/25/17
FCEF,First Trust Exchange-Traded Fund VIII,20.8299,1.32,6.3553,1/20/17,1/31/17
FCNCA,First Citizens BancShares Inc.,367.8,1.2,0.3258,12/15/16,1/3/17
FCVT,First Trust Exchange-Traded Fund IV,26.9,0.36,1.3338,1/20/17,1/31/17
FDEF,First Defiance Financial Corp.,49.94,1,2.0317,2/15/17,2/24/17
FDIV,First Trust Exchange-Traded Fund IV,51.16,1.86,3.6421,1/20/17,1/31/17
FDT,First Trust Exchange-Traded AlphDEX Fund II,50.65,1.1236,2.2066,12/21/16,12/30/16
FDTS,First Trust Exchange-Traded AlphDEX Fund II,35.7,0.9692,2.7148,12/21/16,12/30/16
FDUS,Fidus Investment Corporation,16.6,1.56,9.375,11/30/16,12/16/16
FELE,Franklin Electric Co. Inc.,40.75,0.4,0.9709,1/31/17,2/16/17
FEM,First Trust Exchange-Traded AlphDEX Fund II,22.83,0.018,0.0784,12/21/16,12/30/16
FEMB,First Trust Exchange-Traded Fund III,41.8699,2.52,6,1/20/17,1/31/17
FEMS,First Trust Exchange-Traded AlphDEX Fund II,34.86,0.4392,1.252,12/21/16,12/30/16
FEX,First Trust Exchange-Traded AlphaDEX Fund,51.59,0.804,1.5609,12/21/16,12/30/16
FFBC,First Financial Bancorp.,28.4,0.64,2.2417,11/30/16,1/3/17
FFIC,Flushing Financial Corporation,28.93,0.68,2.3718,12/7/16,12/30/16
FFIN,First Financial Bankshares Inc.,43.75,0.72,1.6514,12/13/16,1/3/17
FFKT,Farmers Capital Bank Corporation,40.05,0.4,1.0013,11/29/16,1/1/17
FFNW,First Financial Northwest Inc.,20.53,0.24,1.1679,11/29/16,12/16/16
FGBI,First Guaranty Bancshares Inc.,24.85,0.64,2.6112,12/16/16,12/30/16
FHB,First Hawaiian Inc.,32.02,0.8,2.4845,11/23/16,12/9/16
FHK,First Trust Exchange-Traded AlphDEX Fund II,34.94,0.8084,2.3183,12/21/16,12/30/16
FIBK,First Interstate BancSystem Inc.,42.5,0.96,2.2695,1/26/17,2/10/17
FINL,The Finish Line Inc.,17.31,0.4,2.3108,11/22/16,12/12/16
FINQ,ETF Managers Trust,24.84,1.26092,5.0437,12/28/16,1/3/17
FISI,Financial Institutions Inc.,34.35,0.84,2.449,12/8/16,1/3/17
FITB,Fifth Third Bancorp,27.54,0.56,2.029,12/28/16,1/17/17
FITS,Janus Detroit Street Trust,25.2147,0.23428,0.9175,12/23/16,12/30/16
FJP,First Trust Exchange-Traded AlphDEX Fund II,50.11,1.9148,3.8242,12/21/16,12/30/16
FLAG,Exchange Traded Concepts Trust,39.41,0.659284,1.6771,12/20/16,12/23/16
FLIC,The First of Long Island Corporation,28.2,0.56,1.9718,12/29/16,1/13/17
FLIR,FLIR Systems Inc.,36.62,0.48,1.3187,11/16/16,12/2/16
FLXS,Flexsteel Industries Inc.,52.74,0.8,1.5546,12/14/16,1/4/17
FMB,First Trust Exchange-Traded Fund III,51.51,1.32,2.5621,1/20/17,1/31/17
